date,symbol,open,high,low,close,volume
2018-01-01,BTC-USD,14112.2001953125,17712.400390625,13154.7001953125,16477.599609375,123814400000
2018-01-08,BTC-USD,16476.19921875,16537.900390625,13105.900390625,13772.0,106022199296
2018-01-15,BTC-USD,13767.2998046875,14445.5,9402.2900390625,11600.099609375,97932879872
2018-01-22,BTC-USD,11633.099609375,12040.2998046875,10129.7001953125,11786.2998046875,64691999232
2018-01-29,BTC-USD,11755.5,11875.599609375,7796.490234375,8277.009765625,60810019840
2018-02-05,BTC-USD,8270.5400390625,9122.5498046875,6048.259765625,8129.97021484375,62489091072
2018-02-12,BTC-USD,8141.43017578125,11349.7998046875,8141.43017578125,10551.7998046875,53626569728
2018-02-19,BTC-USD,10552.599609375,11958.5,9407.0595703125,9664.73046875,55388419584
2018-02-26,BTC-USD,9669.4296875,11528.2001953125,9501.73046875,11512.599609375,48902649856
2018-03-05,BTC-USD,11532.400390625,11704.099609375,8513.0302734375,9578.6298828125,49671590400
2018-03-12,BTC-USD,9602.9296875,9937.5,7397.990234375,8223.6796875,42075919360
2018-03-19,BTC-USD,8344.1201171875,9177.3701171875,8182.39990234375,8495.7802734375,40853020160
2018-03-26,BTC-USD,8498.4697265625,8530.080078125,6526.8701171875,6844.22998046875,37970689536
2018-04-02,BTC-USD,6844.85986328125,7530.93994140625,6575.0,7023.52001953125,31804380416
2018-04-09,BTC-USD,7044.31982421875,8338.419921875,6661.990234375,8329.1103515625,40915320320
2018-04-16,BTC-USD,8337.5703125,9001.6396484375,7881.72021484375,8802.4599609375,48741869568
2018-04-23,BTC-USD,8794.3896484375,9745.3203125,8727.08984375,9419.080078125,61882420224
2018-04-30,BTC-USD,9426.1103515625,9964.5,8891.0498046875,9654.7998046875,57244449280
2018-05-07,BTC-USD,9645.669921875,9665.849609375,8223.5,8723.9404296875,50119759872
2018-05-14,BTC-USD,8713.099609375,8881.1201171875,7974.81982421875,8513.25,42360260096
2018-05-21,BTC-USD,8522.330078125,8557.51953125,7270.9599609375,7368.22021484375,35808230144
2018-05-28,BTC-USD,7371.31005859375,7754.89013671875,7090.68017578125,7720.25,35465450496
2018-06-04,BTC-USD,7722.52978515625,7753.81982421875,6709.06982421875,6786.02001953125,33010609408
2018-06-11,BTC-USD,6799.2900390625,6910.18017578125,6285.6298828125,6499.27001953125,29844289792
2018-06-18,BTC-USD,6510.06982421875,6822.5,5826.41015625,6173.22998046875,28592079872
2018-06-25,BTC-USD,6171.97021484375,6465.509765625,5835.75,6385.81982421875,28842940160
2018-07-02,BTC-USD,6380.3798828125,6885.91015625,6305.7001953125,6773.8798828125,29906419968
2018-07-09,BTC-USD,6775.080078125,6838.68017578125,6136.419921875,6359.64013671875,25200120064
2018-07-16,BTC-USD,6357.009765625,7594.669921875,6357.009765625,7418.490234375,34261730048
2018-07-23,BTC-USD,7414.7099609375,8424.26953125,7409.10009765625,8218.4599609375,36446479872
2018-07-30,BTC-USD,8221.580078125,8235.5,6940.7001953125,7068.47998046875,32425310000
2018-08-06,BTC-USD,7062.93994140625,7166.5498046875,6109.02978515625,6322.68994140625,32181950000
2018-08-13,BTC-USD,6341.35986328125,6617.35009765625,5971.0498046875,6506.06982421875,30898230000
2018-08-20,BTC-USD,6500.509765625,6816.7900390625,6297.93017578125,6707.259765625,25842490000
2018-08-27,BTC-USD,6710.7998046875,7306.31005859375,6689.7099609375,7272.72021484375,30229310000
2018-09-03,BTC-USD,7279.02978515625,7388.43017578125,6197.52001953125,6300.85986328125,31456960000
2018-09-10,BTC-USD,6301.56982421875,6596.10009765625,6260.2099609375,6517.18017578125,26405400000
2018-09-17,BTC-USD,6514.06005859375,6814.56005859375,6208.33984375,6710.6298828125,32109420000
2018-09-24,BTC-USD,6704.77001953125,6785.02978515625,6381.85986328125,6625.56005859375,31328000000
2018-10-01,BTC-USD,6619.85009765625,6653.2998046875,6454.02978515625,6602.9501953125,25943820000
2018-10-08,BTC-USD,6600.18994140625,6675.06005859375,6236.47021484375,6290.93017578125,26462410000
2018-10-15,BTC-USD,6292.64013671875,6965.06005859375,6258.68017578125,6482.35009765625,29669680000
2018-10-22,BTC-USD,6486.0498046875,6543.7998046875,6447.02978515625,6486.39013671875,24188720000
2018-10-29,BTC-USD,6492.35009765625,6547.14013671875,6294.56982421875,6376.1298828125,28245180000
2018-11-05,BTC-USD,6363.6201171875,6552.16015625,6350.169921875,6411.27001953125,30472560000
2018-11-12,BTC-USD,6411.759765625,6434.2099609375,5358.3798828125,5623.5400390625,36972800000
2018-11-19,BTC-USD,5620.77978515625,5620.77978515625,3585.06005859375,4009.969970703125,42533970000
2018-11-26,BTC-USD,4015.070068359375,4413.0205078125,3643.919921875,4139.8779296875,42945276472
2018-12-03,BTC-USD,4147.32373046875,4155.9794921875,3280.228759765625,3614.234375,38386467708
2018-12-10,BTC-USD,3612.04638671875,3647.33251953125,3191.303466796875,3252.839111328125,29869247431
2018-12-17,BTC-USD,3253.123046875,4198.4296875,3253.123046875,3998.980224609375,46021506218
2018-12-24,BTC-USD,4000.331787109375,4271.79248046875,3642.632080078125,3865.95263671875,39249734918
2018-12-31,BTC-USD,3866.839111328125,4093.29736328125,3707.231201171875,4076.632568359375,34343716582
2019-01-07,BTC-USD,4078.5849609375,4109.02099609375,3544.92724609375,3552.953125,37523454177
2019-01-14,BTC-USD,3557.31103515625,3758.533447265625,3552.28515625,3601.013671875,38588596987
2019-01-21,BTC-USD,3600.372802734375,3654.93310546875,3539.721435546875,3583.9658203125,36949379050
2019-01-28,BTC-USD,3584.283203125,3586.7509765625,3400.81982421875,3464.013427734375,40130888766
2019-02-04,BTC-USD,3467.211669921875,3695.614013671875,3391.023681640625,3690.188232421875,41224140801
2019-02-11,BTC-USD,3695.613037109375,3695.613037109375,3607.69775390625,3673.836181640625,44533597993
2019-02-18,BTC-USD,3671.369873046875,4210.6416015625,3669.982421875,3810.427490234375,63853356366
2019-02-25,BTC-USD,3807.00244140625,3913.707275390625,3787.058837890625,3847.17578125,56444684748
2019-03-04,BTC-USD,3845.091552734375,3987.23779296875,3733.749755859375,3951.599853515625,69110769320
2019-03-11,BTC-USD,3953.740234375,4077.036376953125,3863.55908203125,4025.22900390625,67357766371
2019-03-18,BTC-USD,4029.968505859375,4097.35986328125,4005.1513671875,4022.168212890625,67975640775
2019-03-25,BTC-USD,4024.11279296875,4296.806640625,3934.03125,4105.404296875,71015021591
2019-04-01,BTC-USD,4105.3623046875,5307.00341796875,4096.9013671875,5198.89697265625,123047080530
2019-04-08,BTC-USD,5199.83544921875,5421.6513671875,4955.8525390625,5167.72216796875,98826873355
2019-04-15,BTC-USD,5167.32177734375,5359.9248046875,5024.0693359375,5314.53125,90285516253
2019-04-22,BTC-USD,5312.49462890625,5642.04443359375,5177.36865234375,5285.13916015625,105590631334
2019-04-29,BTC-USD,5284.8583984375,5886.8935546875,5216.48779296875,5795.70849609375,107035835884
2019-05-06,BTC-USD,5791.693359375,7503.8720703125,5653.6875,6972.37158203125,141929602925
2019-05-13,BTC-USD,6971.17822265625,8320.82421875,6898.2822265625,8197.689453125,199543788416
2019-05-20,BTC-USD,8196.923828125,8687.5205078125,7533.19677734375,8673.2158203125,173001140580
2019-05-27,BTC-USD,8674.072265625,9008.314453125,8172.55078125,8742.9580078125,173016477871
2019-06-03,BTC-USD,8741.7470703125,8743.5,7564.48876953125,7688.0771484375,140124650113
2019-06-10,BTC-USD,7692.28466796875,9335.8671875,7586.73095703125,8994.48828125,135051141522
2019-06-17,BTC-USD,8988.923828125,11246.14453125,8988.923828125,10855.37109375,136422336191
2019-06-24,BTC-USD,10853.744140625,13796.4892578125,10491.8525390625,10817.1552734375,221502737682
2019-07-01,BTC-USD,10796.9306640625,12006.0751953125,9737.884765625,11450.8466796875,181410821667
2019-07-08,BTC-USD,11446.5966796875,13129.529296875,10234.576171875,10256.05859375,180936684097
2019-07-15,BTC-USD,10257.8388671875,11052.7666015625,9163.134765625,10599.10546875,157356814406
2019-07-22,BTC-USD,10596.9482421875,10651.791015625,9252.296875,9552.8603515625,112459229432
2019-07-29,BTC-USD,9548.1787109375,11009.20703125,9437.3359375,10970.1845703125,110790788891
2019-08-05,BTC-USD,10960.7353515625,12273.8212890625,10960.7353515625,11523.5791015625,141427393788
2019-08-12,BTC-USD,11528.189453125,11528.189453125,9675.31640625,10345.810546875,120224711798
2019-08-19,BTC-USD,10350.283203125,10947.0419921875,9831.462890625,10138.517578125,112893851548
2019-08-26,BTC-USD,10126.2998046875,10512.328125,9421.6298828125,9757.970703125,104346358671
2019-09-02,BTC-USD,9757.4736328125,10898.76171875,9730.650390625,10441.2763671875,116441433312
2019-09-09,BTC-USD,10443.228515625,10450.3115234375,9980.7763671875,10347.712890625,102876391724
2019-09-16,BTC-USD,10347.22265625,10386.8671875,9851.6923828125,10070.392578125,107930839412
2019-09-23,BTC-USD,10067.962890625,10074.23828125,7895.62939453125,8104.185546875,124735468740
2019-09-30,BTC-USD,8104.2265625,8497.6923828125,7830.7587890625,7988.15576171875,97716137179
2019-10-07,BTC-USD,7989.12060546875,8721.7802734375,7905.76611328125,8321.005859375,118550918408
2019-10-14,BTC-USD,8320.83203125,8410.71484375,7902.1640625,8222.078125,105710167423
2019-10-21,BTC-USD,8225.115234375,10021.744140625,7446.98876953125,9551.71484375,176678165128
2019-10-28,BTC-USD,9565.1015625,9805.1181640625,9028.7177734375,9235.3544921875,180364809056
2019-11-04,BTC-USD,9235.607421875,9505.0517578125,8775.5341796875,9055.5263671875,160702732609
2019-11-11,BTC-USD,9056.91796875,9081.279296875,8473.9736328125,8577.9755859375,134166660428
2019-11-18,BTC-USD,8573.98046875,8653.2802734375,6936.70654296875,7047.9169921875,171626385789
2019-11-25,BTC-USD,7039.97705078125,7836.10205078125,6617.1669921875,7424.29248046875,162444865040
2019-12-02,BTC-USD,7424.0361328125,7743.431640625,7170.9228515625,7564.34521484375,121327747581
2019-12-09,BTC-USD,7561.79541015625,7618.091796875,6924.3759765625,7152.3017578125,122542519854
2019-12-16,BTC-USD,7153.6630859375,7518.033203125,6540.04931640625,7511.5888671875,165399102665
2019-12-23,BTC-USD,7508.90234375,7656.17626953125,7189.93408203125,7422.65283203125,161758217053
2019-12-30,BTC-USD,7420.27294921875,7544.4970703125,6914.99609375,7411.3173828125,149690652648
2020-01-06,BTC-USD,7410.4521484375,8396.73828125,7409.29296875,8192.494140625,184901289966
2020-01-13,BTC-USD,8189.77197265625,9164.3623046875,8079.70068359375,8706.2451171875,241668743794
2020-01-20,BTC-USD,8704.6318359375,8792.994140625,8266.8408203125,8596.830078125,165113602391
2020-01-27,BTC-USD,8597.30859375,9553.1259765625,8597.30859375,9344.365234375,212298356923
2020-02-03,BTC-USD,9344.68359375,10129.435546875,9112.8115234375,10116.673828125,239180811399
2020-02-10,BTC-USD,10115.5595703125,10457.626953125,9722.38671875,9934.43359375,300413081965
2020-02-17,BTC-USD,9936.560546875,10191.67578125,9507.6376953125,9924.515625,303140360741
2020-02-24,BTC-USD,9921.5830078125,9951.74609375,8471.212890625,8562.4541015625,299233009521
2020-03-02,BTC-USD,8563.2646484375,9167.6953125,8105.2529296875,8108.1162109375,276706069337
2020-03-09,BTC-USD,8111.146484375,8177.79345703125,4106.98095703125,5392.31494140625,326123224372
2020-03-16,BTC-USD,5385.2294921875,6844.26171875,4575.35791015625,5830.2548828125,309907233901
2020-03-23,BTC-USD,5831.37451171875,6892.51123046875,5785.00439453125,5922.04296875,272468247401
2020-03-30,BTC-USD,5925.53857421875,7088.24755859375,5903.234375,6791.12939453125,259568096070
2020-04-06,BTC-USD,6788.0498046875,7427.939453125,6782.8896484375,6971.091796875,274123270580
2020-04-13,BTC-USD,6965.61669921875,7280.52197265625,6555.50439453125,7189.4248046875,248073118275
2020-04-20,BTC-USD,7186.87353515625,7700.59423828125,6834.4423828125,7679.8671875,247735013853
2020-04-27,BTC-USD,7679.4189453125,9440.650390625,7679.4189453125,8897.46875,327820350244
2020-05-04,BTC-USD,8895.7451171875,9996.7431640625,8395.107421875,8756.4306640625,361023995652
